# pair_distribution_function
# distance 	O-O	O-Si	Si-Si	
# avg_rij :	2.659	1.643	2.999	
# std_rij :	0.179	0.083	0.203	
   0.03333	   0.00000	   0.00000	   0.00000	
   0.06667	   0.00000	   0.00000	   0.00000	
   0.10000	   0.00000	   0.00000	   0.00000	
   0.13333	   0.00000	   0.00000	   0.00000	
   0.16667	   0.00000	   0.00000	   0.00000	
   0.20000	   0.00000	   0.00000	   0.00000	
   0.23333	   0.00000	   0.00000	   0.00000	
   0.26667	   0.00000	   0.00000	   0.00000	
   0.30000	   0.00000	   0.00000	   0.00000	
   0.33333	   0.00000	   0.00000	   0.00000	
   0.36667	   0.00000	   0.00000	   0.00000	
   0.40000	   0.00000	   0.00000	   0.00000	
   0.43333	   0.00000	   0.00000	   0.00000	
   0.46667	   0.00000	   0.00000	   0.00000	
   0.50000	   0.00000	   0.00000	   0.00000	
   0.53333	   0.00000	   0.00000	   0.00000	
   0.56667	   0.00000	   0.00000	   0.00000	
   0.60000	   0.00000	   0.00000	   0.00000	
   0.63333	   0.00000	   0.00000	   0.00000	
   0.66667	   0.00000	   0.00000	   0.00000	
   0.70000	   0.00000	   0.00000	   0.00000	
   0.73333	   0.00000	   0.00000	   0.00000	
   0.76667	   0.00000	   0.00000	   0.00000	
   0.80000	   0.00000	   0.00000	   0.00000	
   0.83333	   0.00000	   0.00000	   0.00000	
   0.86667	   0.00000	   0.00000	   0.00000	
   0.90000	   0.00000	   0.00000	   0.00000	
   0.93333	   0.00000	   0.00000	   0.00000	
   0.96667	   0.00000	   0.00000	   0.00000	
   1.00000	   0.00000	   0.00000	   0.00000	
   1.03333	   0.00000	   0.00000	   0.00000	
   1.06667	   0.00000	   0.00000	   0.00000	
   1.10000	   0.00000	   0.00000	   0.00000	
   1.13333	   0.00000	   0.00000	   0.00000	
   1.16667	   0.00000	   0.00000	   0.00000	
   1.20000	   0.00000	   0.00000	   0.00000	
   1.23333	   0.00000	   0.00000	   0.00000	
   1.26667	   0.00000	   0.00000	   0.00000	
   1.30000	   0.00000	   0.00000	   0.00000	
   1.33333	   0.00000	   0.00000	   0.00000	
   1.36667	   0.00000	   0.00000	   0.00000	
   1.40000	   0.00000	   0.00000	   0.00000	
   1.43333	   0.00000	   0.00000	   0.00000	
   1.46667	   0.00000	   0.00804	   0.00000	
   1.50000	   0.00000	   0.36144	   0.00000	
   1.53333	   0.00000	   4.40467	   0.00000	
   1.56667	   0.00000	  15.57449	   0.00000	
   1.60000	   0.00000	  18.68017	   0.00000	
   1.63333	   0.00000	  11.65198	   0.00000	
   1.66667	   0.00000	   5.35079	   0.00000	
   1.70000	   0.00000	   2.62838	   0.00000	
   1.73333	   0.00000	   1.65719	   0.00000	
   1.76667	   0.00000	   1.08105	   0.00000	
   1.80000	   0.00000	   0.74900	   0.00000	
   1.83333	   0.00000	   0.51995	   0.00000	
   1.86667	   0.00000	   0.33643	   0.00000	
   1.90000	   0.00000	   0.17495	   0.00000	
   1.93333	   0.00000	   0.13425	   0.00000	
   1.96667	   0.00000	   0.10401	   0.00000	
   2.00000	   0.00000	   0.07029	   0.00000	
   2.03333	   0.00000	   0.05336	   0.00000	
   2.06667	   0.00101	   0.03646	   0.00000	
   2.10000	   0.01668	   0.02943	   0.00000	
   2.13333	   0.06939	   0.02566	   0.00000	
   2.16667	   0.18891	   0.02212	   0.00000	
   2.20000	   0.27082	   0.03218	   0.00000	
   2.23333	   0.34259	   0.02255	   0.00347	
   2.26667	   0.36795	   0.03368	   0.00337	
   2.30000	   0.44568	   0.02944	   0.01309	
